,event,date,fighter_1,fighter_2,result,method,round,time
3614,UFC Fight Night: Volkov vs. Struve,2017-09-02,Mairbek Taisumov,Felipe Silva,win,KO/TKO,1,1:24
3615,UFC Fight Night: Volkov vs. Struve,2017-09-02,Michel Prazeres,Mads Burnell,win,SUB,3,1:26
3616,UFC Fight Night: Volkov vs. Struve,2017-09-02,Rustam Khabilov,Desmond Green,win,U-DEC,3,5:00
3617,UFC Fight Night: Volkov vs. Struve,2017-09-02,Aleksandar Rakic,Francimar Barroso,win,U-DEC,3,5:00
3618,UFC Fight Night: Volkov vs. Struve,2017-09-02,Zabit Magomedsharipov,Mike Santiago,win,SUB,2,4:22
3619,UFC Fight Night: Volkov vs. Struve,2017-09-02,Abdul-Kerim Edilov,Bojan Mihajlovic,win,KO/TKO,2,2:32
3620,UFC Fight Night: Volkov vs. Struve,2017-09-02,Thibault Gouti,Andrew Holbrook,win,KO/TKO,1,4:28
3621,UFC Fight Night: Pettis vs. Moreno,2017-08-05,Sergio Pettis,Brandon Moreno,win,U-DEC,5,5:00
3622,UFC Fight Night: Pettis vs. Moreno,2017-08-05,Alexa Grasso,Randa Markos,win,S-DEC,3,5:00
3623,UFC Fight Night: Pettis vs. Moreno,2017-08-05,Niko Price,Alan Jouban,win,KO/TKO,1,1:44
3624,UFC Fight Night: Pettis vs. Moreno,2017-08-05,Humberto Bandenay,Martin Bravo,win,KO/TKO,1,0:26
3625,UFC Fight Night: Pettis vs. Moreno,2017-08-05,Sam Alvey,Rashad Evans,win,S-DEC,3,5:00
3626,UFC Fight Night: Pettis vs. Moreno,2017-08-05,Alejandro Perez,Andre Soukhamthath,win,S-DEC,3,5:00
3627,UFC Fight Night: Pettis vs. Moreno,2017-08-05,Jack Hermansson,Brad Scott,win,KO/TKO,1,3:50
3628,UFC Fight Night: Pettis vs. Moreno,2017-08-05,Dustin Ortiz,Hector Sandoval,win,KO/TKO,1,0:15
3629,UFC Fight Night: Pettis vs. Moreno,2017-08-05,Rani Yahya,Henry Briones,win,SUB,1,2:01
3630,UFC Fight Night: Pettis vs. Moreno,2017-08-05,Jose Quinonez,Diego Rivas,win,U-DEC,3,5:00
3631,UFC Fight Night: Pettis vs. Moreno,2017-08-05,Joseph Morales,Robert Sanchez,win,SUB,1,3:56
3632,UFC Fight Night: Pettis vs. Moreno,2017-08-05,Jordan Rinaldi,Alvaro Herrera Mendoza,win,SUB,1,2:01
3633,UFC 214: Cormier vs. Jones 2,2017-07-29,Daniel Cormier,Jon Jones,nc,Overturned,3,3:01
3634,UFC 214: Cormier vs. Jones 2,2017-07-29,Tyron Woodley,Demian Maia,win,U-DEC,5,5:00
3635,UFC 214: Cormier vs. Jones 2,2017-07-29,Cristiane Justino,Tonya Evinger,win,KO/TKO,3,1:56
3636,UFC 214: Cormier vs. Jones 2,2017-07-29,Robbie Lawler,Donald Cerrone,win,U-DEC,3,5:00
3637,UFC 214: Cormier vs. Jones 2,2017-07-29,Volkan Oezdemir,Jimi Manuwa,win,KO/TKO,1,0:42
3638,UFC 214: Cormier vs. Jones 2,2017-07-29,Ricardo Lamas,Jason Knight,win,KO/TKO,1,4:34
3639,UFC 214: Cormier vs. Jones 2,2017-07-29,Aljamain Sterling,Renan Barao,win,U-DEC,3,5:00
3640,UFC 214: Cormier vs. Jones 2,2017-07-29,Brian Ortega,Renato Moicano,win,SUB,3,2:59
3641,UFC 214: Cormier vs. Jones 2,2017-07-29,Calvin Kattar,Andre Fili,win,U-DEC,3,5:00
3642,UFC 214: Cormier vs. Jones 2,2017-07-29,Aleksandra Albu,Kailin Curran,win,U-DEC,3,5:00
3643,UFC 214: Cormier vs. Jones 2,2017-07-29,Jarred Brooks,Eric Shelton,win,S-DEC,3,5:00
3644,UFC 214: Cormier vs. Jones 2,2017-07-29,Drew Dober,Joshua Burkman,win,KO/TKO,1,3:04
3645,UFC Fight Night: Weidman vs. Gastelum,,Chris Weidman,Kelvin Gastelum,win,SUB,3,3:45
3646,UFC Fight Night: Weidman vs. Gastelum,,Darren Elkins,Dennis Bermudez,win,S-DEC,3,5:00
3647,UFC Fight Night: Weidman vs. Gastelum,,Patrick Cummins,Gian Villante,win,S-DEC,3,5:00
3648,UFC Fight Night: Weidman vs. Gastelum,,Jimmie Rivera,Thomas Almeida,win,U-DEC,3,5:00
3649,UFC Fight Night: Weidman vs. Gastelum,,Elizeu Zaleski dos Santos,Lyman Good,win,S-DEC,3,5:00
3650,UFC Fight Night: Weidman vs. Gastelum,,Eryk Anders,Rafael Natal,win,KO/TKO,1,2:54
3651,UFC Fight Night: Weidman vs. Gastelum,,Alex Oliveira,Ryan LaFlare,win,KO/TKO,2,1:50
3652,UFC Fight Night: Weidman vs. Gastelum,,Chase Sherman,Damian Grabowski,win,U-DEC,3,5:00
3653,UFC Fight Night: Weidman vs. Gastelum,,Jeremy Kennedy,Kyle Bochniak,win,U-DEC,3,5:00
3654,UFC Fight Night: Weidman vs. Gastelum,,Marlon Vera,Brian Kelleher,win,SUB,1,2:18
3655,UFC Fight Night: Weidman vs. Gastelum,,Junior Albini,Timothy Johnson,win,KO/TKO,1,2:51
3656,UFC Fight Night: Weidman vs. Gastelum,,Shane Burgos,Godofredo Pepey,win,U-DEC,3,5:00
3657,UFC Fight Night: Weidman vs. Gastelum,,Chris Wade,Frankie Perez,win,U-DEC,3,5:00
3658,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,Santiago Ponzinibbio,Gunnar Nelson,win,KO/TKO,1,1:22
3659,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,Cynthia Calvillo,Joanne Wood,win,U-DEC,3,5:00
3660,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,Paul Felder,Stevie Ray,win,KO/TKO,1,3:57
3661,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,Jack Marshman,Ryan Janes,win,U-DEC,3,5:00
3662,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,Khalil Rountree Jr.,Paul Craig,win,KO/TKO,1,4:56
3663,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,Justin Willis,James Mulheron,win,U-DEC,3,5:00
3664,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,Danny Roberts,Bobby Nash,win,KO/TKO,2,3:59
3665,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,Alexandre Pantoja,Neil Seery,win,SUB,3,2:31
3666,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,Galore Bofando,Charlie Ward,win,KO/TKO,1,2:10
3667,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,Danny Henry,Daniel Teymur,win,U-DEC,3,5:00
3668,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,Brett Johns,Albert Morales,win,U-DEC,3,5:00
3669,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,Leslie Smith,Amanda Lemos,win,KO/TKO,2,2:53
3670,UFC 213: Romero vs. Whittaker,2017-07-08,Robert Whittaker,Yoel Romero,win,U-DEC,5,5:00
3671,UFC 213: Romero vs. Whittaker,2017-07-08,Alistair Overeem,Fabricio Werdum,win,M-DEC,3,5:00
3672,UFC 213: Romero vs. Whittaker,2017-07-08,Curtis Blaydes,Daniel Omielanczuk,win,U-DEC,3,5:00
3673,UFC 213: Romero vs. Whittaker,2017-07-08,Anthony Pettis,Jim Miller,win,U-DEC,3,5:00
3674,UFC 213: Romero vs. Whittaker,2017-07-08,Rob Font,Douglas Silva de Andrade,win,SUB,2,4:36
3675,UFC 213: Romero vs. Whittaker,2017-07-08,Aleksei Oleinik,Travis Browne,win,SUB,2,3:44
3676,UFC 213: Romero vs. Whittaker,2017-07-08,Chad Laprise,Brian Camozzi,win,KO/TKO,3,1:27
3677,UFC 213: Romero vs. Whittaker,2017-07-08,Thiago Santos,Gerald Meerschaert,win,KO/TKO,2,2:04
3678,UFC 213: Romero vs. Whittaker,2017-07-08,Belal Muhammad,Jordan Mein,win,U-DEC,3,5:00
3679,UFC 213: Romero vs. Whittaker,2017-07-08,Cody Stamann,Terrion Ware,win,U-DEC,3,5:00
3680,UFC 213: Romero vs. Whittaker,2017-07-08,Trevin Giles,James Bochnovic,win,KO/TKO,2,2:54
3681,The Ultimate Fighter: Redemption Finale,2017-07-07,Justin Gaethje,Michael Johnson,win,KO/TKO,2,4:48
3682,The Ultimate Fighter: Redemption Finale,2017-07-07,Jesse Taylor,Dhiego Lima,win,SUB,2,0:43
3683,The Ultimate Fighter: Redemption Finale,2017-07-07,Drakkar Klose,Marc Diakiese,win,S-DEC,3,5:00
3684,The Ultimate Fighter: Redemption Finale,2017-07-07,Jared Cannonier,Nick Roehrick,win,KO/TKO,3,2:08
3685,The Ultimate Fighter: Redemption Finale,2017-07-07,Brad Tavares,Elias Theodorou,win,U-DEC,3,5:00
3686,The Ultimate Fighter: Redemption Finale,2017-07-07,Jordan Johnson,Marcel Fortuna,win,U-DEC,3,5:00
3687,The Ultimate Fighter: Redemption Finale,2017-07-07,Angela Hill,Ashley Yoder,win,U-DEC,3,5:00
3688,The Ultimate Fighter: Redemption Finale,2017-07-07,James Krause,Tom Gallicchio,win,U-DEC,3,5:00
3689,The Ultimate Fighter: Redemption Finale,2017-07-07,CB Dollaway,Ed Herman,win,U-DEC,3,5:00
3690,The Ultimate Fighter: Redemption Finale,2017-07-07,Tecia Pennington,Juliana Lima,win,SUB,2,0:53
3691,The Ultimate Fighter: Redemption Finale,2017-07-07,Gray Maynard,Teruto Ishihara,win,U-DEC,3,5:00
3692,UFC Fight Night: Chiesa vs. Lee,2017-06-25,Kevin Lee,Michael Chiesa,win,SUB,1,4:37
3693,UFC Fight Night: Chiesa vs. Lee,2017-06-25,Tim Boetsch,Johny Hendricks,win,KO/TKO,2,0:46
3694,UFC Fight Night: Chiesa vs. Lee,2017-06-25,Felice Herrig,Justine Kish,win,U-DEC,3,5:00
3695,UFC Fight Night: Chiesa vs. Lee,2017-06-25,Dominick Reyes,Joachim Christensen,win,KO/TKO,1,0:29
3696,UFC Fight Night: Chiesa vs. Lee,2017-06-25,Tim Means,Alex Garcia,win,U-DEC,3,5:00
3697,UFC Fight Night: Chiesa vs. Lee,2017-06-25,Dennis Siver,BJ Penn,win,M-DEC,3,5:00
3698,UFC Fight Night: Chiesa vs. Lee,2017-06-25,Clay Guida,Erik Koch,win,U-DEC,3,5:00
3699,UFC Fight Night: Chiesa vs. Lee,2017-06-25,Marvin Vettori,Vitor Miranda,win,U-DEC,3,5:00
3700,UFC Fight Night: Chiesa vs. Lee,2017-06-25,Carla Esparza,Maryna Moroz,win,U-DEC,3,5:00
3701,UFC Fight Night: Chiesa vs. Lee,2017-06-25,Darrell Horcher,Devin Powell,win,S-DEC,3,5:00
3702,UFC Fight Night: Chiesa vs. Lee,2017-06-25,Jared Gordon,Michel Quinones,win,KO/TKO,2,4:24
3703,UFC Fight Night: Chiesa vs. Lee,2017-06-25,Anthony Rocco Martin,Johnny Case,win,U-DEC,3,5:00
3704,UFC Fight Night: Chiesa vs. Lee,2017-06-25,Jeremy Kimball,Josh Stansbury,win,KO/TKO,1,1:21
3705,UFC Fight Night: Holm vs. Correia,2017-06-17,Holly Holm,Bethe Correia,win,KO/TKO,3,1:09
3706,UFC Fight Night: Holm vs. Correia,2017-06-17,Marcin Tybura,Andrei Arlovski,win,U-DEC,3,5:00
3707,UFC Fight Night: Holm vs. Correia,2017-06-17,Colby Covington,Dong Hyun Kim,win,U-DEC,3,5:00
3708,UFC Fight Night: Holm vs. Correia,2017-06-17,Rafael Dos Anjos,Tarec Saffiedine,win,U-DEC,3,5:00
3709,UFC Fight Night: Holm vs. Correia,2017-06-17,Jon Tuck,Takanori Gomi,win,SUB,1,1:12
3710,UFC Fight Night: Holm vs. Correia,2017-06-17,Walt Harris,Cyril Asker,win,KO/TKO,1,1:44
3711,UFC Fight Night: Holm vs. Correia,2017-06-17,Alex Caceres,Rolando Dy,win,KO/TKO,2,5:00
3712,UFC Fight Night: Holm vs. Correia,2017-06-17,Yuta Sasaki,Justin Scoggins,win,SUB,2,3:19
3713,UFC Fight Night: Holm vs. Correia,2017-06-17,Li Jingliang,Frank Camacho,win,U-DEC,3,5:00
3714,UFC Fight Night: Holm vs. Correia,2017-06-17,Russell Doane,Kwan Ho Kwak,win,KO/TKO,1,4:09
3715,UFC Fight Night: Holm vs. Correia,2017-06-17,Naoki Inoue,Carls John De Tomas,win,U-DEC,3,5:00
3716,UFC Fight Night: Holm vs. Correia,2017-06-17,Lucie Pudilova,Ji Yeon Kim,win,U-DEC,3,5:00
3717,UFC Fight Night: Lewis vs. Hunt,2017-06-11,Mark Hunt,Derrick Lewis,win,KO/TKO,4,3:51
3718,UFC Fight Night: Lewis vs. Hunt,2017-06-11,Derek Brunson,Daniel Kelly,win,KO/TKO,1,1:16
3719,UFC Fight Night: Lewis vs. Hunt,2017-06-11,Dan Hooker,Ross Pearson,win,KO/TKO,2,3:02
3720,UFC Fight Night: Lewis vs. Hunt,2017-06-11,Ion Cutelaba,Henrique da Silva,win,KO/TKO,1,0:22
3721,UFC Fight Night: Lewis vs. Hunt,2017-06-11,Ben Nguyen,Tim Elliott,win,SUB,1,0:49
3722,UFC Fight Night: Lewis vs. Hunt,2017-06-11,Alexander Volkanovski,Mizuto Hirota,win,U-DEC,3,5:00
3723,UFC Fight Night: Lewis vs. Hunt,2017-06-11,Vinc Pichel,Damien Brown,win,KO/TKO,1,3:37
3724,UFC Fight Night: Lewis vs. Hunt,2017-06-11,Luke Jumeau,Dominique Steele,win,U-DEC,3,5:00
3725,UFC Fight Night: Lewis vs. Hunt,2017-06-11,John Moraga,Ashkan Mokhtarian,win,U-DEC,3,5:00
3726,UFC Fight Night: Lewis vs. Hunt,2017-06-11,Zak Ottow,Kiichi Kunimoto,win,S-DEC,3,5:00
3727,UFC Fight Night: Lewis vs. Hunt,2017-06-11,JJ Aldrich,Chan-Mi Jeon,win,U-DEC,3,5:00
3728,UFC 212: Aldo vs. Holloway,2017-06-03,Max Holloway,Jose Aldo,win,KO/TKO,3,4:13
3729,UFC 212: Aldo vs. Holloway,2017-06-03,Claudia Gadelha,Karolina Kowalkiewicz,win,SUB,1,3:03
3730,UFC 212: Aldo vs. Holloway,2017-06-03,Vitor Belfort,Nate Marquardt,win,U-DEC,3,5:00
3731,UFC 212: Aldo vs. Holloway,2017-06-03,Paulo Costa,Oluwale Bamgbose,win,KO/TKO,2,1:06
3732,UFC 212: Aldo vs. Holloway,2017-06-03,Yancy Medeiros,Erick Silva,win,KO/TKO,2,2:01
3733,UFC 212: Aldo vs. Holloway,2017-06-03,Raphael Assuncao,Marlon Moraes,win,S-DEC,3,5:00
3734,UFC 212: Aldo vs. Holloway,2017-06-03,Antonio Carlos Junior,Eric Spicely,win,SUB,2,3:49
3735,UFC 212: Aldo vs. Holloway,2017-06-03,Matthew Lopez,Johnny Eduardo,win,KO/TKO,1,2:57
3736,UFC 212: Aldo vs. Holloway,2017-06-03,Brian Kelleher,Iuri Alcantara,win,SUB,1,1:48
3737,UFC 212: Aldo vs. Holloway,2017-06-03,Viviane Pereira,Jamie Moyle,win,U-DEC,3,5:00
3738,UFC 212: Aldo vs. Holloway,2017-06-03,Luan Chagas,Jim Wallhead,win,SUB,2,4:48
3739,UFC 212: Aldo vs. Holloway,2017-06-03,Deiveson Figueiredo,Marco Beltran,win,KO/TKO,2,5:00
3740,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Alexander Gustafsson,Glover Teixeira,win,KO/TKO,5,1:07
3741,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Volkan Oezdemir,Misha Cirkunov,win,KO/TKO,1,0:28
3742,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Peter Sobotta,Ben Saunders,win,KO/TKO,2,2:29
3743,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Omari Akhmedov,Abdul Razak Alhassan,win,S-DEC,3,5:00
3744,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Nordine Taleb,Oliver Enkamp,win,U-DEC,3,5:00
3745,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Jack Hermansson,Alex Nicholson,win,KO/TKO,1,2:00
3746,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Pedro Munhoz,Damian Stasiak,win,U-DEC,3,5:00
3747,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Trevor Smith,Chris Camozzi,win,U-DEC,3,5:00
3748,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Joaquim Silva,Reza Madadi,win,S-DEC,3,5:00
3749,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Bojan Velickovic,Nicholas Musoke,win,KO/TKO,3,4:37
3750,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Darren Till,Jessin Ayari,win,U-DEC,3,5:00
3751,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Damir Hadzovic,Marcin Held,win,KO/TKO,3,0:07
3752,UFC 211: Miocic vs. Dos Santos,,Stipe Miocic,Junior Dos Santos,win,KO/TKO,1,2:22
3753,UFC 211: Miocic vs. Dos Santos,,Joanna Jedrzejczyk,Jessica Andrade,win,U-DEC,5,5:00
3754,UFC 211: Miocic vs. Dos Santos,,Demian Maia,Jorge Masvidal,win,S-DEC,3,5:00
3755,UFC 211: Miocic vs. Dos Santos,,Frankie Edgar,Yair Rodriguez,win,KO/TKO,2,5:00
3756,UFC 211: Miocic vs. Dos Santos,,David Branch,Krzysztof Jotko,win,S-DEC,3,5:00
3757,UFC 211: Miocic vs. Dos Santos,,Eddie Alvarez,Dustin Poirier,nc,CNC,2,4:02
3758,UFC 211: Miocic vs. Dos Santos,,Jason Knight,Chas Skelly,win,KO/TKO,3,0:39
3759,UFC 211: Miocic vs. Dos Santos,,Chase Sherman,Rashad Coulter,win,KO/TKO,2,3:36
3760,UFC 211: Miocic vs. Dos Santos,,James Vick,Marco Polo Reyes,win,KO/TKO,1,2:39
3761,UFC 211: Miocic vs. Dos Santos,,Cortney Casey,Jessica Aguilar,win,U-DEC,3,5:00
3762,UFC 211: Miocic vs. Dos Santos,,Enrique Barzola,Gabriel Benitez,win,U-DEC,3,5:00
3763,UFC 211: Miocic vs. Dos Santos,,Gadzhimurad Antigulov,Joachim Christensen,win,SUB,1,2:21
3764,UFC Fight Night: Swanson vs. Lobov,2017-04-22,Cub Swanson,Artem Lobov,win,U-DEC,5,5:00
3765,UFC Fight Night: Swanson vs. Lobov,2017-04-22,Al Iaquinta,Diego Sanchez,win,KO/TKO,1,1:38
3766,UFC Fight Night: Swanson vs. Lobov,2017-04-22,Ovince Saint Preux,Marcos Rogerio de Lima,win,SUB,2,2:11
3767,UFC Fight Night: Swanson vs. Lobov,2017-04-22,John Dodson,Eddie Wineland,win,U-DEC,3,5:00
3768,UFC Fight Night: Swanson vs. Lobov,2017-04-22,Stevie Ray,Joe Lauzon,win,M-DEC,3,5:00
3769,UFC Fight Night: Swanson vs. Lobov,2017-04-22,Mike Perry,Jake Ellenberger,win,KO/TKO,2,1:05
3770,UFC Fight Night: Swanson vs. Lobov,2017-04-22,Thales Leites,Sam Alvey,win,U-DEC,3,5:00
3771,UFC Fight Night: Swanson vs. Lobov,2017-04-22,Brandon Moreno,Dustin Ortiz,win,SUB,2,4:06
3772,UFC Fight Night: Swanson vs. Lobov,2017-04-22,Scott Holtzman,Michael McBride,win,U-DEC,3,5:00
3773,UFC Fight Night: Swanson vs. Lobov,2017-04-22,Danielle Taylor,Jessica Penne,win,U-DEC,3,5:00
3774,UFC Fight Night: Swanson vs. Lobov,2017-04-22,Alexis Davis,Cindy Dandois,win,U-DEC,3,5:00
3775,UFC Fight Night: Swanson vs. Lobov,2017-04-22,Bryan Barberena,Joe Proctor,win,KO/TKO,1,3:30
3776,UFC Fight Night: Swanson vs. Lobov,2017-04-22,Hector Sandoval,Matt Schnell,win,KO/TKO,1,4:24
3777,UFC on FOX: Johnson vs. Reis,,Demetrious Johnson,Wilson Reis,win,SUB,3,4:49
3778,UFC on FOX: Johnson vs. Reis,,Rose Namajunas,Michelle Waterson-Gomez,win,SUB,2,2:47
3779,UFC on FOX: Johnson vs. Reis,,Robert Whittaker,Jacare Souza,win,KO/TKO,2,3:28
3780,UFC on FOX: Johnson vs. Reis,,Renato Moicano,Jeremy Stephens,win,S-DEC,3,5:00
3781,UFC on FOX: Johnson vs. Reis,,Alexander Volkov,Roy Nelson,win,U-DEC,3,5:00
3782,UFC on FOX: Johnson vs. Reis,,Tom Duquesnoy,Patrick Williams,win,KO/TKO,2,0:28
3783,UFC on FOX: Johnson vs. Reis,,Rashid Magomedov,King Green,win,S-DEC,3,5:00
3784,UFC on FOX: Johnson vs. Reis,,Tim Elliott,Louis Smolka,win,U-DEC,3,5:00
3785,UFC on FOX: Johnson vs. Reis,,Aljamain Sterling,Augusto Mendes,win,U-DEC,3,5:00
3786,UFC on FOX: Johnson vs. Reis,,Devin Clark,Jake Collier,win,U-DEC,3,5:00
3787,UFC on FOX: Johnson vs. Reis,,Anthony Smith,Andrew Sanchez,win,KO/TKO,3,3:52
3788,UFC on FOX: Johnson vs. Reis,,Zak Cummings,Nathan Coy,win,SUB,1,4:21
3789,UFC on FOX: Johnson vs. Reis,,Ketlen Vieira,Ashlee Evans-Smith,win,U-DEC,3,5:00
3790,UFC 210: Cormier vs. Johnson 2,2017-04-08,Daniel Cormier,Anthony Johnson,win,SUB,2,3:37
3791,UFC 210: Cormier vs. Johnson 2,2017-04-08,Gegard Mousasi,Chris Weidman,win,KO/TKO,2,3:13
3792,UFC 210: Cormier vs. Johnson 2,2017-04-08,Cynthia Calvillo,Pearl Gonzalez,win,SUB,3,3:45
3793,UFC 210: Cormier vs. Johnson 2,2017-04-08,Thiago Alves,Patrick Cote,win,U-DEC,3,5:00
3794,UFC 210: Cormier vs. Johnson 2,2017-04-08,Charles Oliveira,Will Brooks,win,SUB,1,2:30
3795,UFC 210: Cormier vs. Johnson 2,2017-04-08,Myles Jury,Mike de la Torre,win,KO/TKO,1,3:30
3796,UFC 210: Cormier vs. Johnson 2,2017-04-08,Kamaru Usman,Sean Strickland,win,U-DEC,3,5:00
3797,UFC 210: Cormier vs. Johnson 2,2017-04-08,Shane Burgos,Charles Rosa,win,KO/TKO,3,1:59
3798,UFC 210: Cormier vs. Johnson 2,2017-04-08,Patrick Cummins,Jan Blachowicz,win,U-DEC,3,5:00
3799,UFC 210: Cormier vs. Johnson 2,2017-04-08,Gregor Gillespie,Andrew Holbrook,win,KO/TKO,1,0:21
3800,UFC 210: Cormier vs. Johnson 2,2017-04-08,Desmond Green,Josh Emmett,win,S-DEC,3,5:00
3801,UFC 210: Cormier vs. Johnson 2,2017-04-08,Katlyn Cerminara,Irene Aldana,win,S-DEC,3,5:00
3802,UFC 210: Cormier vs. Johnson 2,2017-04-08,Bibulatov Magomed,Jenel Lausa,win,U-DEC,3,5:00
3803,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Jimi Manuwa,Corey Anderson,win,KO/TKO,1,3:05
3804,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Gunnar Nelson,Alan Jouban,win,SUB,2,0:46
3805,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Marlon Vera,Brad Pickett,win,KO/TKO,3,3:50
3806,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Arnold Allen,Makwan Amirkhani,win,S-DEC,3,5:00
3807,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Joe Duffy,Reza Madadi,win,U-DEC,3,5:00
3808,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Francimar Barroso,Darren Stewart,win,U-DEC,3,5:00
3809,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Timothy Johnson,Daniel Omielanczuk,win,S-DEC,3,5:00
3810,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Leon Edwards,Vicente Luque,win,U-DEC,3,5:00
3811,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Marc Diakiese,Teemu Packalen,win,KO/TKO,1,0:30
3812,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Brad Scott,Scott Askham,win,S-DEC,3,5:00
3813,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Lina Lansberg,Lucie Pudilova,win,U-DEC,3,5:00
3814,UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Vitor Belfort,Kelvin Gastelum,nc,Overturned,1,3:52
3815,UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Mauricio Rua,Gian Villante,win,KO/TKO,3,0:59
3816,UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Edson Barboza,Beneil Dariush,win,KO/TKO,2,3:35
3817,UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Ray Borg,Jussier Formiga,win,U-DEC,3,5:00
3818,UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Bethe Correia,Marion Reneau,draw,M-DEC,3,5:00
3819,UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Alex Oliveira,Tim Means,win,SUB,2,2:38
3820,UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Kevin Lee,Francisco Trinaldo,win,SUB,2,3:12
3821,UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Sergio Moraes,Davi Ramos,win,U-DEC,3,5:00
3822,UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Joe Soto,Rani Yahya,win,U-DEC,3,5:00
3823,UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Michel Prazeres,Joshua Burkman,win,SUB,1,1:42
3824,UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Jeremy Kennedy,Rony Jason,win,U-DEC,3,5:00
3825,UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Paulo Costa,Garreth McLellan,win,KO/TKO,1,1:17
3826,UFC 209: Woodley vs. Thompson 2,2017-03-04,Tyron Woodley,Stephen Thompson,win,M-DEC,5,5:00
3827,UFC 209: Woodley vs. Thompson 2,2017-03-04,David Teymur,Lando Vannata,win,U-DEC,3,5:00
3828,UFC 209: Woodley vs. Thompson 2,2017-03-04,Daniel Kelly,Rashad Evans,win,S-DEC,3,5:00
3829,UFC 209: Woodley vs. Thompson 2,2017-03-04,Cynthia Calvillo,Amanda Cooper,win,SUB,1,3:19
3830,UFC 209: Woodley vs. Thompson 2,2017-03-04,Alistair Overeem,Mark Hunt,win,KO/TKO,3,1:44
3831,UFC 209: Woodley vs. Thompson 2,2017-03-04,Marcin Tybura,Luis Henrique,win,KO/TKO,3,3:46
3832,UFC 209: Woodley vs. Thompson 2,2017-03-04,Darren Elkins,Mirsad Bektic,win,KO/TKO,3,3:19
3833,UFC 209: Woodley vs. Thompson 2,2017-03-04,Iuri Alcantara,Luke Sanders,win,SUB,2,3:13
3834,UFC 209: Woodley vs. Thompson 2,2017-03-04,Mark Godbeer,Daniel Spitz,win,U-DEC,3,5:00
3835,UFC 209: Woodley vs. Thompson 2,2017-03-04,Tyson Pedro,Paul Craig,win,KO/TKO,1,4:10
3836,UFC 209: Woodley vs. Thompson 2,2017-03-04,Albert Morales,Andre Soukhamthath,win,S-DEC,3,5:00
3837,UFC Fight Night: Lewis vs. Browne,2017-02-19,Derrick Lewis,Travis Browne,win,KO/TKO,2,3:12
3838,UFC Fight Night: Lewis vs. Browne,2017-02-19,Johny Hendricks,Hector Lombard,win,U-DEC,3,5:00
3839,UFC Fight Night: Lewis vs. Browne,2017-02-19,Gavin Tucker,Sam Sicilia,win,U-DEC,3,5:00
3840,UFC Fight Night: Lewis vs. Browne,2017-02-19,Elias Theodorou,Cezar Ferreira,win,U-DEC,3,5:00
